date,coin,high,low,open,close,volume,quoteVolume,weightedAverage
1643673600,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643673900,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643674200,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643674500,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643674800,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643675100,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643675400,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643675700,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643676000,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643676300,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643676600,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643676900,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643677200,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643677500,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643677800,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643678100,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643678400,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643678700,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643679000,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643679300,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643679600,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643679900,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643680200,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643680500,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
1643680800,FUND,7e-07,7e-07,7e-07,7e-07,0.0,0.0,7e-07
