date,coin,high,low,open,close,volume,quoteVolume,weightedAverage
1643673600,reversed_USDC,2.608089668209265e-05,2.5981017229571388e-05,2.5981017229571388e-05,2.6003075123664127e-05,41.09,0.001069,2.602826617650236e-05
1643673900,reversed_USDC,2.6016720425883303e-05,2.5873629570867743e-05,2.6006456362856645e-05,2.5873629570867743e-05,9983.6,0.258791,2.592167765097757e-05
1643674200,reversed_USDC,2.5957069602584285e-05,2.5889846985826343e-05,2.5889846985826343e-05,2.5957069602584285e-05,98.92,0.002563,2.59099375751874e-05
1643674500,reversed_USDC,2.6080128063860844e-05,2.595587034835114e-05,2.595587034835114e-05,2.6080128063860844e-05,323.89,0.008436,2.604572274536504e-05
1643674800,reversed_USDC,2.6082610931952555e-05,2.6003595777224072e-05,2.607319894163671e-05,2.601878504242493e-05,426.18,0.011096,2.6035937404399293e-05
1643675100,reversed_USDC,2.602525178129836e-05,2.600275733238753e-05,2.602525178129836e-05,2.600628728001282e-05,38.09,0.000991,2.601263954155324e-05
1643675400,reversed_USDC,2.6061769521177536e-05,2.5983028924827457e-05,2.6002750570955397e-05,2.6031247388740493e-05,38498.43,1.00134,2.600991289800369e-05
1643675700,reversed_USDC,2.608172656856808e-05,2.6028401671335728e-05,2.6028401671335728e-05,2.607304938391992e-05,43.44,0.001132,2.6059725241892886e-05
1643676000,reversed_USDC,2.609640795992636e-05,2.607369521362569e-05,2.607806730227609e-05,2.6081515690770244e-05,117.19,0.003057,2.608853771398145e-05
1643676300,reversed_USDC,2.610947651282876e-05,2.6051300220394e-05,2.6089994304554243e-05,2.608364503289148e-05,16009.49,0.417621,2.608588359800505e-05
1643676600,reversed_USDC,2.607720364757494e-05,2.605698192922246e-05,2.607720364757494e-05,2.6063956779704307e-05,18877.77,0.491946,2.60595418836775e-05
1643676900,reversed_USDC,2.6090348267013843e-05,2.6073307711962955e-05,2.6073307711962955e-05,2.6090348267013843e-05,25.42,0.000663,2.608209391223062e-05
1643677200,reversed_USDC,2.6084985404146417e-05,2.6041788737551373e-05,2.606578430511356e-05,2.6073640826732573e-05,20.29,0.000529,2.6068869260188957e-05
1643677500,reversed_USDC,2.607370881038443e-05,2.6021452605957403e-05,2.607370881038443e-05,2.604203288275408e-05,649.68,0.01692,2.6044074387085267e-05
1643677800,reversed_USDC,2.6056092513719835e-05,2.6036459374791708e-05,2.6045485314643787e-05,2.6043348632932546e-05,170.05,0.004429,2.6045600637596303e-05
1643678100,reversed_USDC,2.6078699778617915e-05,2.6030881475930157e-05,2.6045302156759383e-05,2.6072247239991908e-05,49.84,0.001298,2.6059589420744843e-05
1643678400,reversed_USDC,2.608393078576798e-05,2.6067503364011307e-05,2.6067503364011307e-05,2.608393078576798e-05,1832.5,0.047772,2.6069433328727736e-05
1643678700,reversed_USDC,2.6104187555455083e-05,2.607324652854277e-05,2.608393078576798e-05,2.6082801418069747e-05,1725.96,0.045006,2.607636724912579e-05
1643679000,reversed_USDC,2.6102640804170155e-05,2.6078883406528068e-05,2.6078883406528068e-05,2.6099936133456284e-05,14.87,0.000388,2.609298286630373e-05
1643679300,reversed_USDC,2.6099268567998385e-05,2.607971996639889e-05,2.609561118791919e-05,2.6086917958469106e-05,20.24,0.000528,2.6090817962797625e-05
1643679600,reversed_USDC,2.6105407369660924e-05,2.607551050634469e-05,2.608431179934278e-05,2.60952570826442e-05,45.62,0.00119,2.6091491903679605e-05
1643679900,reversed_USDC,2.61740843585504e-05,2.609849205522754e-05,2.610296785523921e-05,2.6163962751936065e-05,5139.07,0.134348,2.6142533274216355e-05
1643680200,reversed_USDC,2.6178010471204188e-05,2.6111917244022917e-05,2.616657800557819e-05,2.614824117777954e-05,3948.41,0.103103,2.6112708193358337e-05
1643680500,reversed_USDC,2.6150853289267405e-05,2.6124093624571697e-05,2.6150853289267405e-05,2.614273830543816e-05,169.75,0.004438,2.614619698335637e-05
1643680800,reversed_USDC,2.6146572981752567e-05,2.6106388755456236e-05,2.6138016568888703e-05,2.612809350095028e-05,53.99,0.00141,2.6128462151877437e-05
1643681100,reversed_USDC,2.617146760430311e-05,2.6116384009042537e-05,2.6116384009042537e-05,2.613318043680566e-05,61.2,0.001599,2.614244442835232e-05
1643681400,reversed_USDC,2.6122680991648317e-05,2.6094678277406783e-05,2.6122680991648317e-05,2.6098219605556728e-05,59.7,0.001558,2.610653188038301e-05
1643681700,reversed_USDC,2.6098219605556728e-05,2.606013271383186e-05,2.6098219605556728e-05,2.6069093525479933e-05,4228.92,0.110242,2.606872654792188e-05
1643682000,reversed_USDC,2.607294741373309e-05,2.604802944052479e-05,2.6069093525479933e-05,2.604802944052479e-05,108.73,0.002834,2.606630747294969e-05
1643682300,reversed_USDC,2.604788017141589e-05,2.6022143282604903e-05,2.604181586457006e-05,2.604452885186862e-05,82.4,0.002146,2.6043375763201124e-05
1643682600,reversed_USDC,2.6056533819166096e-05,2.601100213368251e-05,2.604644863184517e-05,2.601100213368251e-05,320.59,0.008341,2.601778992403846e-05
1643682900,reversed_USDC,2.6012592175620376e-05,2.5967429572435885e-05,2.600749796166235e-05,2.5967429572435885e-05,6887.12,0.178851,2.5968973828208488e-05
1643683200,reversed_USDC,2.600101299946646e-05,2.596746328784959e-05,2.596746328784959e-05,2.599505158198085e-05,13229.45,0.343823,2.5989248247999805e-05
1643683500,reversed_USDC,2.5998511845181982e-05,2.598571617153483e-05,2.5991801665918536e-05,2.5998511845181982e-05,28.43,0.000739,2.599263264820219e-05
1643683800,reversed_USDC,2.6007930858435973e-05,2.5975031241468825e-05,2.600046540833081e-05,2.6007930858435973e-05,82.54,0.002144,2.598327196950603e-05
1643684100,reversed_USDC,2.6007930858435973e-05,2.5987262603107717e-05,2.6007930858435973e-05,2.5987262603107717e-05,20.0,0.00052,2.5997741316234447e-05
1643684400,reversed_USDC,2.6030725627301443e-05,2.5975780182557784e-05,2.5975780182557784e-05,2.602576654991508e-05,17.03,0.000443,2.6010352640557997e-05
1643684700,reversed_USDC,2.602576654991508e-05,2.593519727867162e-05,2.602576654991508e-05,2.5956651872240323e-05,42.85,0.001114,2.6004988797050824e-05
